GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,56,Administrative and support and waste management and remediation services,001,All firms,2007,395292,630771091,100.0,301450047,71726996,10250955
0100000US,,United States,56,Administrative and support and waste management and remediation services,804,4 largest firms,2007,1659,39183268,6.2,21046802,5166687,344533
0100000US,,United States,56,Administrative and support and waste management and remediation services,808,8 largest firms,2007,3368,61514179,9.8,33713328,8204987,698957
0100000US,,United States,56,Administrative and support and waste management and remediation services,820,20 largest firms,2007,11301,96156615,15.2,53835483,13120586,1408347
0100000US,,United States,56,Administrative and support and waste management and remediation services,850,50 largest firms,2007,20148,144782750,23.0,75678718,18547599,2148979
0100000US,,United States,561,Administrative and support services,001,All firms,2007,373505,555583376,100.0,284602530,67614499,9864750
0100000US,,United States,561,Administrative and support services,804,4 largest firms,2007,847,32455898,5.8,25026688,6117276,438951
0100000US,,United States,561,Administrative and support services,808,8 largest firms,2007,2141,49715828,8.9,34542807,8287896,690242
0100000US,,United States,561,Administrative and support services,820,20 largest firms,2007,9764,79329687,14.3,52869523,12812886,1448084
0100000US,,United States,561,Administrative and support services,850,50 largest firms,2007,18810,124020330,22.3,74498848,18135359,2145737
0100000US,,United States,5611,Office administrative services,001,All firms,2007,29604,39295497,100.0,17798898,4268928,369211
0100000US,,United States,5611,Office administrative services,804,4 largest firms,2007,466,903211,2.3,299150,69286,5762
0100000US,,United States,5611,Office administrative services,808,8 largest firms,2007,476,1543956,3.9,439797,98100,7854
0100000US,,United States,5611,Office administrative services,820,20 largest firms,2007,585,2979330,7.6,899789,239620,15898
0100000US,,United States,5611,Office administrative services,850,50 largest firms,2007,837,5128772,13.1,1783163,465091,31080
0100000US,,United States,56111,Office administrative services,001,All firms,2007,29604,39295497,100.0,17798898,4268928,369211
0100000US,,United States,56111,Office administrative services,804,4 largest firms,2007,466,903211,2.3,299150,69286,5762
0100000US,,United States,56111,Office administrative services,808,8 largest firms,2007,476,1543956,3.9,439797,98100,7854
0100000US,,United States,56111,Office administrative services,820,20 largest firms,2007,585,2979330,7.6,899789,239620,15898
0100000US,,United States,56111,Office administrative services,850,50 largest firms,2007,837,5128772,13.1,1783163,465091,31080
0100000US,,United States,561110,Office administrative services,001,All firms,2007,29604,39295497,100.0,17798898,4268928,369211
0100000US,,United States,561110,Office administrative services,804,4 largest firms,2007,466,903211,2.3,299150,69286,5762
0100000US,,United States,561110,Office administrative services,808,8 largest firms,2007,476,1543956,3.9,439797,98100,7854
0100000US,,United States,561110,Office administrative services,820,20 largest firms,2007,585,2979330,7.6,899789,239620,15898
0100000US,,United States,561110,Office administrative services,850,50 largest firms,2007,837,5128772,13.1,1783163,465091,31080
0100000US,,United States,5612,Facilities support services,001,All firms,2007,5855,25734653,100.0,11193796,2718660,265262
0100000US,,United States,5612,Facilities support services,804,4 largest firms,2007,148,7109064,27.6,1750947,438360,39353
0100000US,,United States,5612,Facilities support services,808,8 largest firms,2007,2605,11970077,46.5,3632318,897760,85912
0100000US,,United States,5612,Facilities support services,820,20 largest firms,2007,2743,16935075,65.8,7047482,1709746,154128
0100000US,,United States,5612,Facilities support services,850,50 largest firms,2007,3323,20111826,78.2,8444624,2039031,192551
0100000US,,United States,56121,Facilities support services,001,All firms,2007,5855,25734653,100.0,11193796,2718660,265262
0100000US,,United States,56121,Facilities support services,804,4 largest firms,2007,148,7109064,27.6,1750947,438360,39353
0100000US,,United States,56121,Facilities support services,808,8 largest firms,2007,2605,11970077,46.5,3632318,897760,85912
0100000US,,United States,56121,Facilities support services,820,20 largest firms,2007,2743,16935075,65.8,7047482,1709746,154128
0100000US,,United States,56121,Facilities support services,850,50 largest firms,2007,3323,20111826,78.2,8444624,2039031,192551
0100000US,,United States,561210,Facilities support services,001,All firms,2007,5855,25734653,100.0,11193796,2718660,265262
0100000US,,United States,561210,Facilities support services,804,4 largest firms,2007,148,7109064,27.6,1750947,438360,39353
0100000US,,United States,561210,Facilities support services,808,8 largest firms,2007,2605,11970077,46.5,3632318,897760,85912
0100000US,,United States,561210,Facilities support services,820,20 largest firms,2007,2743,16935075,65.8,7047482,1709746,154128
0100000US,,United States,561210,Facilities support services,850,50 largest firms,2007,3323,20111826,78.2,8444624,2039031,192551
0100000US,,United States,5613,Employment services,001,All firms,2007,53097,209690293,100.0,150104330,35595722,5305054
0100000US,,United States,5613,Employment services,804,4 largest firms,2007,872,31004853,14.8,25651441,6155797,535823
0100000US,,United States,5613,Employment services,808,8 largest firms,2007,4874,45486167,21.7,35672620,8591648,854858
0100000US,,United States,5613,Employment services,820,20 largest firms,2007,8886,66548112,31.7,51322782,12265793,1528221
0100000US,,United States,5613,Employment services,850,50 largest firms,2007,10637,89015018,42.5,67335073,16154472,2016274
0100000US,,United States,56131,Employment placement agencies and executive search services,001,All firms,2007,16192,18794685,100.0,9429068,2225843,279078
0100000US,,United States,56131,Employment placement agencies and executive search services,804,4 largest firms,2007,498,3026280,16.1,1256039,343753,47424
0100000US,,United States,56131,Employment placement agencies and executive search services,808,8 largest firms,2007,602,4083878,21.7,1823166,504756,56886
0100000US,,United States,56131,Employment placement agencies and executive search services,820,20 largest firms,2007,723,5450678,29.0,2570295,689345,73160
0100000US,,United States,56131,Employment placement agencies and executive search services,850,50 largest firms,2007,888,6609608,35.2,3119320,817687,93162
0100000US,,United States,561311,Employment placement agencies,001,All firms,2007,8798,11785739,100.0,6281435,1463847,241266
0100000US,,United States,561311,Employment placement agencies,804,4 largest firms,2007,557,2609714,22.1,1348113,318202,55223
0100000US,,United States,561311,Employment placement agencies,808,8 largest firms,2007,591,3212256,27.3,1709145,414155,66890
0100000US,,United States,561311,Employment placement agencies,820,20 largest firms,2007,651,3798292,32.2,2009632,480008,80867
