GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,54,"Professional, scientific, and technical services",A,All establishments,001,All firms,2012,856463,1480277061,100.0,581406127,140837991,8203735
0100000US,,United States,54,"Professional, scientific, and technical services",A,All establishments,804,4 largest firms,2012,2450,58748279,4.0,22297802,5765594,194224
0100000US,,United States,54,"Professional, scientific, and technical services",A,All establishments,808,8 largest firms,2012,3871,102253776,6.9,36817555,9351259,336002
0100000US,,United States,54,"Professional, scientific, and technical services",A,All establishments,820,20 largest firms,2012,8899,181788011,12.3,65288336,16422140,635936
0100000US,,United States,54,"Professional, scientific, and technical services",A,All establishments,850,50 largest firms,2012,23561,278208358,18.8,101986111,25834365,1287946
0100000US,,United States,54,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,001,All firms,2012,851542,1440060452,100.0,566412533,137086878,7997617
0100000US,,United States,54,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,804,4 largest firms,2012,2450,58748279,4.1,22297802,5765594,194224
0100000US,,United States,54,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,808,8 largest firms,2012,3871,102253776,7.1,36817555,9351259,336002
0100000US,,United States,54,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,820,20 largest firms,2012,8899,181788011,12.6,65288336,16422140,635936
0100000US,,United States,54,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,850,50 largest firms,2012,23601,274288336,19.0,100998931,25662786,1275442
0100000US,,United States,54,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,001,All firms,2012,4921,40216609,100.0,14993594,3751113,206118
0100000US,,United States,54,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,804,4 largest firms,2012,137,10847012,27.0,3751436,971447,38912
0100000US,,United States,54,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,808,8 largest firms,2012,198,14406012,35.8,5477236,1386661,65305
0100000US,,United States,54,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,820,20 largest firms,2012,354,20855703,51.9,7347985,1859437,88582
0100000US,,United States,54,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,850,50 largest firms,2012,667,27396445,68.1,9841219,2469305,122232
0100000US,,United States,541,"Professional, scientific, and technical services",A,All establishments,001,All firms,2012,856463,1480277061,100.0,581406127,140837991,8203735
0100000US,,United States,541,"Professional, scientific, and technical services",A,All establishments,804,4 largest firms,2012,2450,58748279,4.0,22297802,5765594,194224
0100000US,,United States,541,"Professional, scientific, and technical services",A,All establishments,808,8 largest firms,2012,3871,102253776,6.9,36817555,9351259,336002
0100000US,,United States,541,"Professional, scientific, and technical services",A,All establishments,820,20 largest firms,2012,8899,181788011,12.3,65288336,16422140,635936
0100000US,,United States,541,"Professional, scientific, and technical services",A,All establishments,850,50 largest firms,2012,23561,278208358,18.8,101986111,25834365,1287946
0100000US,,United States,541,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,001,All firms,2012,851542,1440060452,100.0,566412533,137086878,7997617
0100000US,,United States,541,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,804,4 largest firms,2012,2450,58748279,4.1,22297802,5765594,194224
0100000US,,United States,541,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,808,8 largest firms,2012,3871,102253776,7.1,36817555,9351259,336002
0100000US,,United States,541,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,820,20 largest firms,2012,8899,181788011,12.6,65288336,16422140,635936
0100000US,,United States,541,"Professional, scientific, and technical services",T,Establishments subject to federal income tax,850,50 largest firms,2012,23601,274288336,19.0,100998931,25662786,1275442
0100000US,,United States,541,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,001,All firms,2012,4921,40216609,100.0,14993594,3751113,206118
0100000US,,United States,541,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,804,4 largest firms,2012,137,10847012,27.0,3751436,971447,38912
0100000US,,United States,541,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,808,8 largest firms,2012,198,14406012,35.8,5477236,1386661,65305
0100000US,,United States,541,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,820,20 largest firms,2012,354,20855703,51.9,7347985,1859437,88582
0100000US,,United States,541,"Professional, scientific, and technical services",Y,Establishments exempt from federal income tax,850,50 largest firms,2012,667,27396445,68.1,9841219,2469305,122232
0100000US,,United States,5411,Legal services,A,All establishments,001,All firms,2012,186831,261694645,100.0,93393076,20940871,1148683
0100000US,,United States,5411,Legal services,A,All establishments,804,4 largest firms,2012,39,6809858,2.6,1437771,356817,10186
0100000US,,United States,5411,Legal services,A,All establishments,808,8 largest firms,2012,296,11795575,4.5,3275234,753863,24077
0100000US,,United States,5411,Legal services,A,All establishments,820,20 largest firms,2012,446,23000633,8.8,5970116,1462909,43752
0100000US,,United States,5411,Legal services,A,All establishments,850,50 largest firms,2012,728,43301177,16.5,11952390,3002966,83128
0100000US,,United States,5411,Legal services,T,Establishments subject to federal income tax,001,All firms,2012,184753,258951336,100.0,91925657,20573505,1122346
0100000US,,United States,5411,Legal services,T,Establishments subject to federal income tax,804,4 largest firms,2012,39,6809858,2.6,1437771,356817,10186
0100000US,,United States,5411,Legal services,T,Establishments subject to federal income tax,808,8 largest firms,2012,296,11795575,4.6,3275234,753863,24077
0100000US,,United States,5411,Legal services,T,Establishments subject to federal income tax,820,20 largest firms,2012,446,23000633,8.9,5970116,1462909,43752
0100000US,,United States,5411,Legal services,T,Establishments subject to federal income tax,850,50 largest firms,2012,728,43301177,16.7,11952390,3002966,83128
0100000US,,United States,5411,Legal services,Y,Establishments exempt from federal income tax,001,All firms,2012,2078,2743309,100.0,1467419,367366,26337
0100000US,,United States,5411,Legal services,Y,Establishments exempt from federal income tax,804,4 largest firms,2012,47,348484,12.7,204308,54426,2878
0100000US,,United States,5411,Legal services,Y,Establishments exempt from federal income tax,808,8 largest firms,2012,85,467963,17.1,254703,67290,3767
0100000US,,United States,5411,Legal services,Y,Establishments exempt from federal income tax,820,20 largest firms,2012,201,701818,25.6,375574,98354,5820
0100000US,,United States,5411,Legal services,Y,Establishments exempt from federal income tax,850,50 largest firms,2012,337,1114313,40.6,573647,146617,9045
0100000US,,United States,54111,Offices of lawyers,A,All establishments,001,All firms,2012,173943,248884540,100.0,89454410,20011182,1065249
0100000US,,United States,54111,Offices of lawyers,A,All establishments,804,4 largest firms,2012,39,6809858,2.7,1437771,356817,10186
