GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQTR1,EMP
0100000US,,United States,62,Health care and social assistance,A,All establishments,001,All firms,2012,831303,2040441203,100.0,801239522,193150898,18414757
0100000US,,United States,62,Health care and social assistance,A,All establishments,804,4 largest firms,2012,2371,85708254,4.2,26330751,6657179,426215
0100000US,,United States,62,Health care and social assistance,A,All establishments,808,8 largest firms,2012,3040,126072549,6.2,41523205,10573803,635895
0100000US,,United States,62,Health care and social assistance,A,All establishments,820,20 largest firms,2012,9977,216955488,10.6,72470382,18311766,1234556
0100000US,,United States,62,Health care and social assistance,A,All establishments,850,50 largest firms,2012,19281,350242666,17.2,122284663,30727892,2108813
0100000US,,United States,62,Health care and social assistance,T,Establishments subject to federal income tax,001,All firms,2012,690525,1008744636,100.0,409811943,95934650,9542138
0100000US,,United States,62,Health care and social assistance,T,Establishments subject to federal income tax,804,4 largest firms,2012,1625,67571493,6.7,21936806,5659081,336850
0100000US,,United States,62,Health care and social assistance,T,Establishments subject to federal income tax,808,8 largest firms,2012,6937,95761261,9.5,30509670,7731493,534470
0100000US,,United States,62,Health care and social assistance,T,Establishments subject to federal income tax,820,20 largest firms,2012,15480,150216639,14.9,50258831,12767677,1008014
0100000US,,United States,62,Health care and social assistance,T,Establishments subject to federal income tax,850,50 largest firms,2012,29720,197691499,19.6,69839927,17682722,1452516
0100000US,,United States,62,Health care and social assistance,Y,Establishments exempt from federal income tax,001,All firms,2012,140778,1031696567,100.0,391427579,97216248,8872619
0100000US,,United States,62,Health care and social assistance,Y,Establishments exempt from federal income tax,804,4 largest firms,2012,879,54884852,5.3,17706432,4479027,273158
0100000US,,United States,62,Health care and social assistance,Y,Establishments exempt from federal income tax,808,8 largest firms,2012,1149,84875551,8.2,28269334,7098010,465846
0100000US,,United States,62,Health care and social assistance,Y,Establishments exempt from federal income tax,820,20 largest firms,2012,1619,141400622,13.7,49307848,12309142,812272
0100000US,,United States,62,Health care and social assistance,Y,Establishments exempt from federal income tax,850,50 largest firms,2012,2979,230265560,22.3,79640384,19964313,1367553
0100000US,,United States,621,Ambulatory health care services,A,All establishments,001,All firms,2012,582948,814094061,100.0,339715933,78548983,6474999
0100000US,,United States,621,Ambulatory health care services,A,All establishments,804,4 largest firms,2012,4561,31421334,3.9,10362683,2653307,153031
0100000US,,United States,621,Ambulatory health care services,A,All establishments,808,8 largest firms,2012,8000,51512228,6.3,17523793,4454375,255419
0100000US,,United States,621,Ambulatory health care services,A,All establishments,820,20 largest firms,2012,12977,76048160,9.3,29531254,7479436,434612
